Name,Ball Control,Dribbling,Marking,Slide Tackle,Stand Tackle,Aggression,Reactions,Att. Position,Interceptions,Vision,Composure,Crossing,Short Pass,Long Pass,Acceleration,Stamina,Strength,Balance,Sprint Speed,Agility,Jumping,Heading,Shot Power,Finishing,Long Shots,Curve,FK Acc.,Penalties,Volleys,Overall Rating
Kazuma Watanabe,67,65,20,22,35,29,55,69,18,66,74,61,67,63,40,67,81,57,35,74,82,70,69,64,63,68,39,62,66,64
Cayman Togashi,63,62,34,20,31,54,61,68,21,43,53,42,52,44,80,64,72,66,69,70,78,65,66,63,58,31,27,58,55,64
Sanneh Minagawa,58,54,38,18,35,72,62,69,35,59,69,23,60,28,49,60,85,41,48,38,67,71,68,64,58,33,20,69,63,64
Noriyoshi Sakai,63,61,42,48,50,61,59,65,45,57,58,65,61,58,65,68,77,60,70,64,67,61,66,64,63,45,46,61,61,64
Mihai Roman,64,59,27,42,40,49,59,66,26,52,65,50,58,52,54,53,77,34,55,54,72,65,74,64,59,48,49,56,64,64
Marcelo Vildeia,62,72,22,31,23,41,63,71,38,46,59,34,61,43,77,65,52,82,88,75,67,53,65,59,61,59,49,62,72,64
Mathew Stevens,63,62,18,11,17,51,61,66,23,54,52,38,56,41,72,69,72,67,74,68,71,62,64,66,58,51,48,62,57,64
Jan Kliment,65,65,25,21,28,39,61,63,32,56,61,56,58,48,70,58,72,67,76,67,77,64,67,63,55,56,49,61,58,64
Matías Campos,64,63,16,24,26,56,59,66,30,55,59,30,58,32,61,56,74,65,60,59,70,63,69,66,57,53,41,64,62,64
Pål Alexander Kirkevold,65,63,36,26,27,73,61,65,26,59,67,62,65,61,60,69,73,63,65,58,62,61,72,63,62,64,67,70,59,64
Luke Armstrong,63,60,21,18,23,50,61,64,19,46,58,30,57,41,71,74,80,68,75,67,72,64,65,64,61,43,43,60,55,64
Clément Depres,65,63,34,22,26,37,59,66,14,45,61,42,65,43,41,32,78,50,34,34,71,70,71,67,62,46,51,68,61,64
Aaron Collins,62,63,38,25,32,63,60,62,27,60,58,56,59,56,81,84,73,70,82,73,62,59,64,62,57,57,57,58,57,64
Ronaldo Cisneros,64,70,38,17,11,53,62,69,32,50,65,41,59,50,67,67,68,54,68,68,71,62,59,65,54,52,43,64,55,64
Marvin Egho,62,60,32,34,34,54,58,63,32,54,57,52,55,42,72,68,80,75,75,69,70,66,67,61,52,58,49,58,58,64
Marc McNulty,61,60,22,35,32,79,64,65,33,59,67,52,58,43,73,69,61,70,72,74,77,63,67,63,61,62,59,71,64,64
Jake Beesley,64,59,42,37,44,56,60,65,40,50,55,40,57,41,67,66,78,53,74,58,70,64,66,64,60,42,38,54,57,64
Lars-Jørgen Salvesen,60,58,42,18,22,69,63,65,19,55,60,46,54,40,65,72,80,68,67,58,82,65,70,65,60,58,50,56,55,64
Jordan Hamilton,62,58,15,18,24,63,59,65,25,54,62,28,63,32,74,57,78,56,78,67,81,64,67,62,54,36,28,60,60,64
Martin Samuelsen,70,70,32,29,26,31,63,64,22,64,64,59,63,51,70,60,57,65,72,77,33,54,66,63,60,62,60,50,47,64
Fejiri Okenabirhie,63,63,26,32,31,54,62,64,31,57,58,45,58,53,78,66,63,77,80,81,81,61,64,65,61,50,62,63,51,64
Ollie Palmer,64,57,13,28,25,77,59,64,24,58,62,40,55,40,54,66,91,71,69,34,40,66,65,65,59,42,27,64,48,64
Jevani Brown,64,65,44,43,44,58,62,64,42,66,66,58,65,60,76,72,64,72,84,80,61,56,61,62,58,63,58,61,58,64
Lee Jeong Hyeop,56,55,24,22,28,57,65,71,44,57,68,32,54,44,62,75,82,76,64,71,74,71,65,61,53,40,34,63,59,64
Lee Jeong Hyeop,56,55,24,22,28,57,65,71,44,57,68,32,54,44,62,75,82,76,64,71,74,71,65,61,53,40,34,63,59,64
Ryo Nagai,61,64,31,16,19,34,59,64,20,52,50,64,57,45,84,78,71,64,86,72,80,61,61,64,51,59,62,65,65,64
Orhan Ademi,61,59,28,26,21,63,58,62,23,53,60,40,58,50,61,63,85,55,65,55,74,65,64,68,55,47,46,55,53,64
Ahmed Said,63,58,28,42,44,62,48,67,35,61,51,58,69,50,63,73,77,79,69,63,67,66,73,62,49,22,30,64,68,64
Andrew Wooten,63,61,33,19,33,60,64,62,29,62,65,65,62,63,68,61,82,63,69,59,84,64,67,62,63,61,49,67,58,64
Dom Dwyer,60,62,32,14,34,79,62,65,20,50,65,52,54,31,60,46,69,71,69,71,88,66,72,62,63,72,62,69,64,64
Tom Boere,59,58,40,19,20,68,58,62,18,54,59,43,59,44,64,73,79,62,69,62,82,72,71,63,60,55,57,78,64,64
Kim Hyun,65,60,12,22,24,68,57,69,32,56,66,46,55,45,55,68,85,35,59,63,62,70,67,62,56,53,43,57,54,64
Tom Hopper,63,59,26,43,41,62,65,66,17,57,62,48,58,45,61,79,80,64,65,69,80,65,65,65,56,42,45,61,58,64
Mikaël Mandron,64,62,45,39,44,67,62,64,42,58,64,47,59,43,66,80,81,53,63,65,71,64,67,63,58,52,43,64,55,64
Tom Nichols,63,62,25,23,25,35,63,65,16,66,65,49,65,51,81,90,59,68,76,83,68,61,62,64,58,53,56,66,56,64
Ellis Harrison,62,62,35,39,42,80,60,64,41,53,61,54,51,40,76,75,82,72,80,74,84,62,65,63,53,59,46,64,54,64
Michał Orlin,66,66,37,43,32,59,61,67,42,66,70,63,61,52,67,54,71,54,71,76,60,58,65,62,65,63,59,65,63,64
Petar Slišković,60,56,33,32,28,63,61,65,24,33,63,39,50,36,59,63,87,42,66,56,55,70,63,68,58,55,40,63,56,64
Sam Winnall,63,61,15,14,21,53,62,66,20,53,70,42,55,44,65,52,62,83,67,79,91,67,66,65,62,55,45,64,60,64
Will Grigg,63,62,26,20,37,50,63,66,22,55,62,31,59,40,68,68,68,73,69,70,78,64,66,64,63,39,50,67,65,64
Mario Rondón,63,64,22,26,25,71,64,69,23,66,70,64,63,59,47,66,71,58,52,71,91,71,65,64,58,65,59,60,62,64
Hiroshi Ibusuki,63,59,32,18,22,34,63,65,14,45,59,48,58,42,43,59,92,29,42,30,29,72,64,66,58,54,39,59,72,64
Curtis Main,57,56,36,22,26,80,58,62,22,41,65,45,54,45,67,77,87,57,73,63,89,65,76,62,52,42,52,57,58,64
Adam Nemec,66,61,32,13,16,57,60,68,34,43,69,42,55,40,43,46,87,53,45,45,78,73,72,63,60,50,43,66,61,64
Adebayo Akinfenwa,66,50,32,24,40,74,64,67,17,61,68,44,61,52,32,34,97,71,42,31,49,71,69,64,56,50,42,64,59,64
Ronny König,62,40,35,12,36,58,66,70,34,58,70,48,46,38,30,59,93,38,31,34,39,76,71,72,66,59,43,60,57,64
Moustapha Cissé,60,63,18,17,16,37,61,65,19,57,54,45,57,43,78,60,55,65,75,50,62,55,62,69,61,44,40,46,51,63
Jordan Gaspar,61,63,22,22,25,35,63,63,23,57,56,55,60,58,78,68,67,70,77,67,63,56,65,63,62,58,44,68,55,63
Manuel López,58,57,11,11,12,34,55,62,13,41,46,28,48,33,61,75,82,46,68,54,76,72,68,67,56,32,27,64,55,63
Daniel Mosquera,61,63,22,22,23,55,52,54,23,48,45,35,61,55,58,65,70,67,59,61,70,67,67,70,65,48,55,61,55,63
Victor Lind,65,62,43,29,41,52,60,63,45,54,53,51,60,52,81,65,58,72,85,74,60,48,64,64,58,46,41,60,52,63
Herculano,63,60,23,22,31,44,58,54,26,47,44,48,57,47,83,55,74,61,77,62,58,61,73,62,64,51,66,48,46,63
Renato Júnior,62,64,21,18,26,64,60,59,22,52,62,33,56,37,65,54,76,49,64,69,63,68,66,65,51,39,41,65,53,63
Andrea Compagno,56,50,30,22,27,69,64,67,28,48,63,30,56,31,45,63,88,48,50,38,83,72,65,67,54,35,45,60,57,63
Filip Balaj,62,59,34,34,41,62,63,64,55,49,55,34,56,37,65,65,81,56,65,52,68,67,58,63,55,32,37,63,56,63
Miguel Celis,60,58,20,21,23,49,58,64,19,46,47,28,60,30,65,57,60,56,68,67,61,64,60,70,65,33,32,50,60,63
Rodrigo Angelotti,67,66,15,15,19,62,48,58,16,57,63,53,61,48,69,56,80,50,74,62,67,63,70,61,62,56,60,62,57,63
Akihiro Sato,58,56,31,44,47,60,56,66,38,53,69,42,61,55,63,63,71,55,64,62,74,67,66,64,60,46,56,61,61,63
Noah Ohio,60,62,20,22,24,35,53,55,20,47,50,37,51,35,89,54,74,66,88,76,63,57,68,64,59,48,42,50,49,63
Jhon Santacruz,64,56,23,20,23,33,64,65,25,42,45,33,57,35,63,58,68,70,62,58,61,61,64,65,58,39,45,65,54,63
Ibrahim Diabate,55,57,13,13,14,45,58,64,11,45,59,40,62,50,75,69,72,68,79,69,68,64,61,64,63,40,44,70,50,63
Ivan Mamut,60,59,23,19,15,77,57,66,24,62,63,57,60,54,68,70,83,64,60,54,70,65,64,63,63,62,44,55,59,63
Diego Duarte,60,63,10,11,17,43,52,61,13,47,52,33,58,45,73,66,59,68,72,67,68,57,65,72,60,54,48,70,55,63
Emanuel Montejano,64,68,21,21,20,28,56,60,19,52,62,36,62,37,64,53,70,64,64,74,64,64,58,66,58,48,33,68,51,63
Isaak Davies,65,66,13,22,21,52,62,65,28,47,59,50,57,27,82,58,52,70,81,77,54,47,61,65,53,48,30,56,55,63
André Becker,61,59,24,25,20,48,55,66,19,46,61,33,45,36,55,67,89,36,58,63,65,70,68,65,45,30,27,60,59,63
Tyreece Simpson,61,60,14,16,15,36,60,62,11,46,49,31,53,43,70,70,79,68,75,64,65,61,64,63,57,40,28,59,53,63
Jay Stansfield,65,61,22,18,22,40,56,66,25,55,61,38,58,40,76,61,57,64,74,69,65,54,62,66,58,50,34,64,52,63
David Fleitas,58,60,15,21,15,33,52,65,18,45,52,55,58,51,57,61,72,49,60,59,78,63,68,67,58,40,39,60,61,63
Erik López,60,57,21,20,18,58,60,64,22,52,61,35,58,21,62,67,66,58,65,72,75,67,64,67,65,43,22,63,58,63
Rúben Fonseca,64,55,39,25,26,61,56,68,38,44,58,26,56,43,62,68,68,58,54,59,61,69,75,61,53,50,30,62,58,63
Adrián Szőke,65,58,42,32,35,53,54,62,24,66,64,43,65,58,79,58,65,66,67,71,65,67,55,67,53,48,62,64,67,63
Ezequiel Ramírez,65,62,18,22,18,33,57,63,16,54,60,38,52,34,80,53,47,78,74,73,68,62,63,67,62,43,38,65,51,63
Vinni Triboulet,63,66,21,15,16,39,59,66,19,58,63,54,58,39,76,62,60,64,80,74,71,57,62,64,58,57,42,61,55,63
L. Corulo Ohashi,65,67,41,26,30,65,55,61,28,48,50,45,59,35,61,75,72,63,70,43,65,60,65,63,56,45,43,57,58,63
Samuel Essende,63,59,22,18,21,61,46,61,18,41,48,31,59,30,67,56,82,43,69,51,64,66,67,67,52,38,34,61,52,63
Ben Waine,61,59,36,36,38,54,55,62,41,57,57,59,56,52,77,69,72,72,77,71,76,61,61,65,63,59,53,59,53,63
Sveinn Aron Guðjohnsen,60,60,20,18,49,77,61,66,18,50,62,23,57,45,38,55,80,43,52,50,64,68,65,68,55,31,31,54,43,63
Tyreece John-Jules,63,61,18,15,18,39,59,63,14,51,56,47,57,43,75,65,63,68,79,74,57,56,62,65,52,48,45,62,52,63
Abdulfatah Adam,63,64,16,11,11,43,51,64,16,52,55,41,55,34,75,59,66,64,69,75,90,63,64,66,57,42,37,53,58,63
Kai Brünker,59,55,23,12,14,65,55,61,16,54,56,30,57,47,61,80,88,54,72,58,70,69,66,64,55,38,37,61,54,63
Aaron Drinan,63,63,33,22,29,52,57,61,24,51,54,34,59,44,68,58,64,69,70,66,57,63,62,65,62,52,30,60,50,63
Daniel Butterworth,64,65,32,39,35,62,63,65,30,54,61,39,59,49,81,62,60,75,78,75,62,51,63,66,60,39,38,58,44,63
Joshua Kayode,61,63,17,17,18,48,61,62,22,56,59,51,57,40,72,73,79,62,77,66,57,59,63,62,58,45,41,55,54,63
Tyler Smith,66,64,24,16,21,39,61,63,20,51,57,33,57,41,78,61,56,72,80,78,59,58,60,61,56,52,33,57,56,63
Malaly Dembélé,59,60,17,15,15,41,58,60,18,48,61,45,49,43,78,61,64,67,81,59,78,64,68,65,63,44,46,64,49,63
Alexis Domínguez,65,52,19,29,24,60,65,63,24,58,53,36,60,49,65,69,81,58,64,59,79,65,61,65,55,54,47,59,58,63
Edi Sylisufaj,64,62,25,25,25,57,55,62,25,58,65,44,59,43,75,65,70,76,76,78,72,51,70,64,61,55,47,58,62,63
Jordon Garrick,64,67,40,37,43,46,62,61,39,58,56,60,59,44,80,61,66,72,81,76,63,56,63,59,58,53,40,50,56,63
Dillson Teixeiro,62,66,26,44,36,72,67,69,38,53,65,42,55,49,69,70,66,66,65,68,75,67,55,62,54,50,43,65,61,63
Admiral Muskwe,60,62,30,24,25,58,64,64,26,50,58,35,51,42,69,62,69,61,65,66,75,64,63,65,51,51,48,57,54,63
Henrik Udahl,57,56,22,20,17,42,55,69,10,47,56,30,56,50,72,68,61,66,72,66,72,64,65,69,55,41,29,65,52,63
Sebastian Grønning,60,60,28,20,20,62,61,60,20,60,61,42,58,49,72,72,74,72,75,78,64,65,65,64,55,52,45,62,60,63
Niall Ennis,62,64,38,33,35,55,60,63,39,48,53,49,51,48,82,70,69,76,84,78,57,56,62,62,59,49,29,57,57,63
Andrés Ponce,64,66,22,22,22,55,52,62,22,51,55,40,56,40,75,60,74,68,72,74,70,61,67,62,58,40,30,63,55,63
Axel Rodríguez,64,61,42,22,25,51,63,66,42,44,60,30,49,27,68,73,68,65,70,69,61,57,63,68,49,55,45,49,53,63
Rivaldinho,64,61,21,35,37,53,59,57,27,64,65,51,61,58,66,64,73,70,70,59,81,70,64,64,63,53,58,66,49,63
Fabian Schubert,62,52,44,29,25,50,61,57,33,45,53,35,57,46,70,68,90,57,71,58,67,59,70,65,60,51,35,49,41,63
Mayron George,60,60,39,16,18,66,60,60,15,42,54,40,54,37,80,60,83,54,83,65,84,64,68,57,53,50,47,52,57,63
Elliott List,60,62,19,35,33,32,58,59,18,54,54,51,57,44,94,83,67,82,92,86,81,53,70,62,58,48,41,56,54,63
Fitim Azemi,61,60,25,35,34,61,64,61,46,51,60,54,56,51,76,63,72,70,78,69,88,59,61,62,53,53,49,58,54,63
Deniz Hümmet,64,61,28,20,26,53,60,63,23,55,57,40,62,50,60,70,79,64,60,60,67,56,67,68,57,48,42,64,55,63
Oskar Bruno Ramires,62,57,20,22,23,58,59,61,22,56,49,41,57,49,73,66,81,50,75,57,54,65,67,58,54,53,39,61,59,63
Emil Berggreen,60,54,25,22,26,60,64,66,26,57,62,32,60,45,34,53,83,32,34,32,70,75,73,67,53,64,64,62,60,63
Alex Samuel,62,63,30,27,32,60,57,63,28,56,59,48,55,44,81,79,66,72,83,74,79,58,61,62,58,46,43,62,57,63
Mohammed Al Saiari,58,61,33,35,28,86,59,61,36,44,57,44,61,56,69,64,73,58,69,65,81,66,62,64,59,54,67,46,55,63
Chris Long,64,62,22,21,22,63,60,63,30,54,62,42,55,41,76,68,61,62,77,68,70,60,66,64,61,48,42,59,47,63
Saliou Sané,67,64,24,26,28,53,62,57,23,40,61,30,50,35,74,50,83,63,83,69,71,62,64,57,55,32,27,67,56,63
Kayden Jackson,61,62,32,21,25,45,60,63,23,54,58,52,52,33,90,63,58,51,91,72,58,59,62,63,53,41,39,60,54,63
Patryk Tuszyński,63,59,36,38,33,52,64,64,61,57,58,57,64,62,67,53,77,65,55,54,66,62,64,60,58,43,42,67,52,63
Isaac Vassell,60,60,32,18,25,68,62,62,42,52,53,53,51,40,82,31,72,71,81,74,69,59,64,65,55,44,30,60,46,63
Soufian Benyamina,64,62,45,19,28,64,58,60,19,38,57,34,55,35,68,66,72,66,68,66,75,65,66,63,60,43,33,64,53,63
Jordan White,61,59,25,23,23,62,55,64,24,43,53,42,58,43,55,64,82,32,52,42,34,69,63,66,58,48,42,63,57,63
Joseph Mendes,63,60,19,19,45,55,53,60,38,51,56,51,56,44,65,70,84,61,73,60,75,66,67,62,62,59,57,63,62,63
Nicolás Blandi,59,62,33,27,30,49,62,66,43,45,64,55,62,56,60,46,70,53,52,56,62,66,68,65,59,55,54,70,62,63
Nadir M.Miljevic,63,63,40,35,37,74,55,63,27,62,58,63,58,52,66,51,69,71,67,71,67,63,67,62,61,56,62,65,56,63
Ryan Bowman,61,56,33,22,25,72,60,63,26,52,58,31,58,43,66,82,81,70,69,68,83,64,64,64,57,41,39,65,53,63
Louis Moult,64,61,45,28,36,65,62,65,24,49,61,30,61,44,55,33,74,63,53,66,80,65,64,64,61,57,61,68,63,63
Andy Cook,62,56,22,25,26,85,59,64,23,56,62,40,58,53,50,68,90,66,55,45,81,64,67,64,58,58,40,56,58,63
Jonathan Obika,62,60,40,28,30,50,58,62,15,49,67,31,53,30,63,66,88,60,71,65,75,63,67,62,55,53,55,65,55,63
Flamur Kastrati,60,60,29,36,39,86,62,61,48,56,57,53,55,43,79,72,65,69,77,75,80,64,68,59,56,51,42,65,52,63
Freddie Sears,63,64,28,39,45,69,62,64,32,63,66,60,60,57,74,77,55,86,72,88,51,58,63,65,60,62,61,63,60,63
Joe Garner,63,61,43,38,48,92,61,66,36,56,68,49,55,57,59,54,70,76,54,74,90,65,66,62,64,49,43,69,64,63
Nicolás Figueroa,61,60,13,22,25,38,58,59,22,49,48,45,61,55,58,60,60,60,58,65,60,60,61,70,60,55,55,67,60,62
Román Bravo,62,66,26,24,20,50,57,57,24,48,49,39,55,52,72,59,53,74,68,69,52,56,68,64,59,60,38,65,67,62
Mykola Kukharevych,58,63,17,17,18,33,54,61,20,49,48,34,49,38,59,55,70,44,63,52,61,69,60,67,58,46,41,71,50,62
Tiago Çukur,59,62,26,22,25,57,57,59,24,59,58,41,58,47,53,54,84,32,64,45,51,62,66,61,58,42,42,63,56,62
Jean Botué,68,69,20,18,12,26,49,63,19,45,52,51,58,42,76,53,59,68,74,72,75,54,64,62,58,47,41,49,59,62
Andrzej Trubeha,62,59,12,11,18,38,53,65,13,43,58,32,54,28,62,62,67,55,62,51,63,65,61,65,56,40,28,61,55,62
Przemysław Banaszak,56,58,17,16,11,57,56,62,13,57,52,43,56,47,83,65,78,68,79,72,63,58,62,61,55,42,29,63,42,62
O.Özyakup Guermouche,59,64,15,14,21,38,56,59,19,54,55,38,58,39,63,55,73,45,66,59,65,67,60,67,55,45,42,64,45,62
Fynn Lakenmacher,63,61,12,14,23,58,54,65,18,53,60,44,55,42,59,70,77,73,60,57,70,57,65,65,62,48,42,56,54,62
Kacper Flottmann,62,57,52,52,54,53,55,63,58,50,60,32,53,37,60,66,80,58,64,58,62,64,63,63,54,52,37,60,54,62
Mohamed Sankoh,61,63,17,13,20,25,55,64,19,54,55,41,56,36,76,48,64,68,75,69,64,56,59,67,56,47,38,48,57,62
Karol Podliński,54,57,21,24,26,53,54,62,25,54,51,24,53,53,66,71,84,71,72,58,74,65,65,63,53,31,38,54,45,62
Charles-Jesaja Herrmann,61,53,29,31,26,61,60,59,26,52,58,40,55,40,66,57,70,47,68,49,60,63,65,63,60,54,43,57,60,62
Lars Lokotsch,62,60,23,19,23,72,55,63,22,51,56,34,53,40,66,67,76,58,71,55,77,65,61,62,54,39,32,58,57,62
Oscar Taty Maritu,61,57,16,18,12,27,63,63,12,43,55,29,43,33,73,59,71,58,74,60,70,58,62,67,50,44,35,62,50,62
Vlad Morar,62,62,17,24,19,49,58,63,17,48,58,42,49,25,71,72,64,61,70,65,71,61,67,63,60,45,41,71,54,62
Josh Davison,61,58,19,13,11,44,60,60,15,43,50,30,54,36,65,62,79,61,66,59,71,61,64,64,57,52,47,59,57,62
Ricky-Jade Jones,56,62,23,26,25,56,57,59,28,54,56,49,55,46,92,64,64,61,91,82,58,54,59,62,57,56,43,59,55,62
Jeriel De Santis,57,60,39,12,26,50,59,62,28,40,49,37,47,39,55,55,75,49,68,60,62,62,67,66,51,45,39,54,63,62
Jacob Bergström,60,59,35,31,30,65,54,60,35,51,57,28,50,46,65,66,90,51,66,56,64,69,61,62,55,32,35,57,58,62
Bradley Fink,61,57,28,20,28,53,59,58,21,47,52,31,57,30,68,60,76,63,73,66,70,61,63,62,49,44,30,50,57,62
Andrei Dumiter,61,60,32,35,35,65,60,64,44,60,63,51,55,42,81,66,69,74,80,83,70,55,64,61,55,49,50,60,55,62
Gassan Ahadme,63,61,26,20,26,56,59,63,28,55,58,38,56,47,63,58,72,54,61,67,66,66,59,63,55,51,39,64,59,62
Reo Griffiths,57,53,22,18,22,51,59,63,19,49,57,37,52,37,68,48,75,59,69,53,62,64,60,65,58,41,54,65,51,62
Maximilian Breunig,65,62,15,20,19,43,52,54,19,43,48,41,55,37,64,58,75,62,68,67,68,61,64,66,51,42,33,45,58,62
Alejandro Marqués,65,64,35,23,31,45,55,55,26,54,57,36,49,34,66,54,67,66,70,64,64,65,64,67,60,42,37,61,43,62
Rodrigo Pollero,61,57,25,24,26,36,56,66,17,48,53,36,45,36,63,68,64,68,66,64,63,67,65,66,62,40,32,68,49,62
Josh Eppiah,62,65,25,25,31,54,57,58,29,40,55,57,57,42,81,63,63,70,82,68,65,57,65,60,57,49,48,58,59,62
Callum Hendry,62,63,25,27,34,68,58,61,20,53,65,45,57,47,69,74,65,72,69,65,73,64,59,65,62,60,62,60,57,62
Omar Bugiel,61,58,36,27,38,70,58,62,29,55,56,42,57,41,66,67,85,58,68,54,85,64,66,60,53,49,41,57,50,62
Serhat Koruk,57,58,20,22,23,44,59,65,22,41,54,31,49,32,68,64,68,71,70,67,82,61,65,64,54,47,36,59,62,62
Ryan Loft,58,56,21,34,36,66,58,64,18,54,56,30,56,41,59,78,80,53,62,57,77,63,67,62,58,49,31,62,54,62
Sam Nombe,61,59,40,17,13,52,60,60,15,49,58,53,54,48,71,74,72,60,78,72,75,61,64,63,53,46,37,56,50,62
Jakub Arak,60,57,22,34,40,61,62,62,45,64,45,56,63,57,71,64,73,65,74,69,73,63,63,58,45,32,45,64,47,62
Ashley Nadesan,59,60,25,17,23,28,60,62,18,57,58,48,53,42,81,79,70,62,82,67,70,59,59,60,56,40,39,57,54,62
Trent Buhagiar,59,60,22,22,24,26,54,63,24,56,57,52,58,49,93,81,70,93,93,91,77,52,54,63,54,36,32,62,49,62
George Miller,61,61,33,26,39,76,58,59,35,54,56,52,55,34,80,81,68,76,82,76,72,57,63,59,58,58,49,59,57,62
Tobias Lauritsen,61,59,35,36,41,57,59,63,39,56,58,44,52,46,64,73,75,55,67,58,66,62,65,60,59,52,38,62,51,62
Dêniro Prestes,57,59,24,19,21,70,56,66,22,51,65,33,47,38,45,64,80,52,49,60,67,72,70,63,60,45,47,62,56,62
Isac Lidberg,62,58,37,29,33,69,55,60,37,54,52,40,57,50,70,80,77,64,73,61,70,64,63,60,46,37,33,51,53,62
Georgie Kelly,58,52,18,12,15,58,59,62,20,51,52,34,57,43,56,73,76,47,64,54,67,66,63,65,53,52,35,60,60,62
Sam Cosgrove,57,60,21,29,30,72,62,63,14,50,64,31,57,54,60,73,80,50,64,63,79,62,65,63,60,42,38,70,52,62
Jafar Arias,58,53,25,23,20,38,57,73,26,50,47,51,49,36,61,69,78,52,66,60,58,64,76,57,48,50,42,62,57,62
Darijo Pecirep,57,55,19,23,19,53,62,62,20,52,58,34,52,29,62,62,81,45,66,51,61,63,65,62,48,31,39,62,58,62
Teikeu Bnou-Marzouk,61,62,36,11,12,28,55,63,14,43,56,35,51,35,67,67,62,70,63,72,80,64,66,62,59,59,40,60,66,62
José Luis Sierra,56,61,31,17,18,27,61,63,14,45,45,31,47,40,63,58,68,45,64,60,74,69,62,64,61,36,58,67,47,62
Raid Al Ghamdi,60,66,21,45,41,59,53,62,48,52,53,49,65,58,75,66,63,58,75,71,74,56,62,63,61,41,41,37,58,62
Courtney Baker-Richardson,61,57,10,14,17,44,59,63,16,52,60,28,51,30,64,57,78,60,69,51,58,64,65,62,61,50,38,61,56,62
Lautaro Rinaldi,65,64,22,20,17,61,51,59,22,57,61,48,62,52,70,51,71,63,69,71,70,62,67,59,63,49,41,67,63,62
James Wilson,59,60,20,24,23,34,59,61,24,59,60,53,56,52,69,61,66,71,73,69,59,61,68,62,61,59,42,65,58,62
Robin M. Jacquet,59,54,28,10,12,52,50,66,15,55,59,42,58,46,39,52,90,41,44,32,32,69,69,66,53,55,58,64,58,62
Erik Hurtado,59,57,34,24,28,66,53,64,30,54,52,47,54,45,83,38,72,72,83,72,78,55,66,59,59,69,42,58,72,62
Lee Angol,62,62,30,24,23,45,55,57,30,57,60,54,60,49,78,72,71,70,80,68,80,59,65,63,55,58,59,62,53,62
Chris Kane,58,54,43,35,38,89,59,55,30,27,50,43,57,56,75,85,80,74,74,68,81,66,71,57,49,49,42,40,54,62
Danny Rose,60,61,45,41,34,71,57,59,46,56,57,47,57,49,76,65,62,80,80,87,91,64,62,60,57,55,39,61,63,62
Luke Norris,60,59,37,13,14,58,57,61,22,45,58,44,58,42,63,70,80,59,63,57,72,64,65,61,56,56,61,68,57,62
Stevie May,61,61,20,20,22,66,65,63,29,63,61,55,59,52,66,78,64,68,67,69,77,60,63,62,59,58,49,60,56,62
Adjin Gikiewicz,59,60,31,37,39,71,60,64,38,56,59,37,56,51,60,67,84,61,51,58,62,67,61,66,52,44,49,58,52,62
Jamie Proctor,62,59,26,20,22,66,56,64,43,59,56,52,57,52,52,47,77,66,67,66,73,63,60,63,59,53,40,63,58,62
Cillian Sheridan,57,59,27,15,19,65,57,60,16,60,59,45,62,57,64,53,83,55,72,45,68,65,66,57,61,43,44,64,57,62
Kristian Dennis,58,56,32,22,38,72,62,64,40,59,63,38,54,46,68,75,69,68,67,74,73,58,65,63,62,51,60,66,60,62
John Akinde,58,56,37,31,33,70,62,64,29,56,58,46,48,46,62,77,92,58,73,62,72,61,64,59,53,51,34,68,51,62
Tom Elliott,61,58,26,22,31,68,60,62,39,55,57,41,55,43,65,61,84,49,64,53,68,65,62,60,53,40,48,57,58,62
Lee Yong Jae,57,57,21,24,34,57,60,65,11,53,56,44,56,48,58,66,81,63,61,51,70,69,72,54,52,63,64,62,59,62
Jacob Mulenga,57,55,34,42,39,69,56,63,29,50,61,63,51,36,54,48,85,49,50,38,70,68,81,60,60,37,40,71,58,62
Ian Henderson,62,61,37,28,31,61,63,65,33,59,64,55,58,54,51,72,67,72,55,59,68,58,63,64,59,56,55,63,60,62
Chris Porter,63,54,40,31,31,46,64,64,36,55,61,41,58,52,37,50,83,66,48,61,76,66,64,66,60,46,47,69,57,62
Antony Alonso,60,55,16,23,18,45,50,66,21,45,55,24,50,28,57,55,70,57,60,60,55,66,61,67,60,32,63,67,61,61
Julián Romero,62,60,30,24,29,65,63,65,24,64,65,44,54,38,75,62,46,74,68,82,52,52,64,64,61,57,47,49,59,61
Fisnik Asllani,62,62,19,20,20,42,56,60,22,55,59,36,54,37,64,59,65,60,61,58,65,60,59,69,58,49,52,66,52,61
Ronald Acuña,60,66,23,25,24,49,53,56,19,51,46,29,57,21,51,54,60,62,56,49,64,67,60,70,65,29,65,68,51,61
Abdulrahman Taiwo,59,62,15,20,24,71,60,57,20,48,52,41,52,34,66,65,82,62,73,59,72,55,67,58,54,40,32,60,54,61
Lautaro Ovando,64,63,13,22,21,52,55,59,20,48,50,36,55,53,63,65,63,71,67,64,69,61,57,65,58,39,34,65,40,61
Illian Hernández,58,55,21,33,29,37,57,58,15,48,52,37,66,34,67,69,73,59,68,59,68,64,61,62,55,48,42,66,50,61
Aske Sampers,62,64,14,20,18,35,56,60,14,47,46,32,48,35,77,57,60,63,76,58,69,62,57,65,56,38,28,68,43,61
Lucas Varaldo,60,56,18,14,22,49,52,57,19,50,56,34,53,39,64,59,70,74,64,61,65,60,73,64,59,46,41,67,64,61
